mode,pred_len,seed,window_start,sq_err,abs_err
CD,96,42,11822,0.2822751998901367,0.34010884165763855
CD,96,42,11823,0.3051307499408722,0.3504848778247833
CD,96,42,11824,0.28592947125434875,0.3394514322280884
CD,96,42,11825,0.258174866437912,0.3222767412662506
CD,96,42,11826,0.28249284625053406,0.33583447337150574
CD,96,42,11827,0.29663780331611633,0.33838099241256714
CD,96,42,11828,0.31470754742622375,0.3534523844718933
CD,96,42,11829,0.28756701946258545,0.3482067883014679
CD,96,42,11830,0.2783914804458618,0.3456115424633026
CD,96,42,11831,0.2940341532230377,0.3445073068141937
CD,96,42,11832,0.28504621982574463,0.34756019711494446
CD,96,42,11833,0.2556871473789215,0.3215468227863312
CD,96,42,11834,0.29139912128448486,0.3438005745410919
CD,96,42,11835,0.3330807387828827,0.36091095209121704
CD,96,42,11836,0.35303500294685364,0.3703150153160095
CD,96,42,11837,0.33021390438079834,0.3653853237628937
CD,96,42,11838,0.3071351647377014,0.3542710244655609
CD,96,42,11839,0.3403471112251282,0.3713867962360382
CD,96,42,11840,0.31866440176963806,0.3636358082294464
CD,96,42,11841,0.29557913541793823,0.3436078131198883
CD,96,42,11842,0.33467715978622437,0.36432167887687683
CD,96,42,11843,0.37943553924560547,0.3860836625099182
CD,96,42,11844,0.4107593297958374,0.40412068367004395
CD,96,42,11845,0.395354688167572,0.4086858630180359
CD,96,42,11846,0.3752919137477875,0.40578916668891907
CD,96,42,11847,0.4141533374786377,0.41915589570999146
CD,96,42,11848,0.38873109221458435,0.41523438692092896
CD,96,42,11849,0.3418200612068176,0.38762766122817993
CD,96,42,11850,0.38835784792900085,0.4174419641494751
CD,96,42,11851,0.4226796329021454,0.43075618147850037
CD,96,42,11852,0.4515749216079712,0.45086434483528137
CD,96,42,11853,0.43214908242225647,0.44668567180633545
CD,96,42,11854,0.41962164640426636,0.44426727294921875
