mode,gamma,seed,epoch,grad_norm_mean,nonfinite_steps,participation_ratio,val_mse
CI,0.0,1011,9,1.2669688529438443,0,,0.9400682852457507
CI,0.0,1011,10,1.21597473205082,0,,0.935853485032193
CI,0.0,1011,11,1.114157103356861,0,,0.9333166893732673
CI,0.0,1011,12,1.184479758853004,0,,0.9363880578502207
CI,0.0,1011,13,1.1958950568759252,0,,0.931439084824702
CI,0.0,1011,14,1.0457673981076194,0,,0.9330937901539117
CI,0.0,1011,15,1.0926709799539476,0,,0.9306604515121876
CI,0.0,1011,16,1.1318283970393832,0,,0.9298536736355526
CI,0.0,1011,17,1.091168763145568,0,,0.9266548840032053
CI,0.0,1011,18,1.0746541269241818,0,,0.9285345037489351
CI,0.0,1011,19,1.039243859904153,0,,0.9270227648947007
CI,0.0,1011,20,1.0060452781026326,0,,0.9259939709392611
CI,0.0,1011,21,0.9869382088146512,0,,0.9270652067882806
CI,0.0,1011,22,1.006651470585475,0,,0.9277606066612284
CI,0.0,1011,23,0.9887561419653514,0,,0.9268381339626149
CI,0.0,1011,24,0.9473525030272347,0,,0.9281553432090134
CI,0.0,1011,25,0.9296010600195991,0,,0.9264078399257764
CI,0.0,1011,26,0.9276853241617717,0,,0.9287427135107874
CI,0.0,1011,27,0.9003436537016005,0,,0.927683057373393
CI,0.0,1011,28,0.8620296234176272,0,,0.9260180646501983
CI,0.0,1011,29,0.8833206901474605,0,,0.9281907267978041
CI,0.0,1011,30,0.8628087952023461,0,,0.9272072457951871
CD,0.0,42,1,3.0826588637793244,0,,1.030800083124624
CD,0.0,42,2,3.289159556051985,0,,1.0229061092264584
CD,0.0,42,3,3.342716733021523,0,,1.023508449948676
CD,0.0,42,4,3.2597525017771556,0,,1.0312277650612358
CD,0.0,42,5,3.133602649536892,0,,1.0191884690860673
CD,0.0,42,6,2.987497528948157,1,,1.0143619682243763
CD,0.0,42,7,2.8014510942335744,0,,1.0122097436998423
CD,0.0,42,8,2.6182328758249245,1,,1.019152780905425
CD,0.0,42,9,2.370373423894246,0,,1.0173879241447872
CD,0.0,42,10,2.0993130357854395,1,,1.0214433485234957
CD,0.0,42,11,1.7916892005436456,0,,1.0185923413290185
CD,0.0,42,12,1.4889975160508606,0,,1.034092955116816
CD,0.0,42,13,1.1992454879074932,1,,1.0414683797955366
CD,0.0,42,14,0.9661014541464659,0,,1.0385158016078644
CD,0.0,42,15,0.8123688892539279,1,,1.0472943235621948
CD,0.0,42,16,0.7248382407634413,0,,1.0500000203576259
CD,0.0,42,17,0.6837663027751019,1,,1.0538205188539733
CD,0.0,123,1,3.106158758989021,0,,1.007447513050763
CD,0.0,123,2,3.322557300596095,0,,1.0059752674577094
CD,0.0,123,3,3.3185136892309237,0,,0.9979431188519693
CD,0.0,123,4,3.2766732182668807,0,,0.9921321268850004
CD,0.0,123,5,3.18449068757432,0,,0.9925347214709986
CD,0.0,123,6,3.0721061026670067,1,,0.9848202178920767
CD,0.0,123,7,2.893645451673821,0,,0.983545033770016
CD,0.0,123,8,2.7155349036136944,1,,0.9864553305382481
CD,0.0,123,9,2.474464457229789,1,,0.991079508859932
CD,0.0,123,10,2.205984678315879,0,,0.993457479474731
CD,0.0,123,11,1.88901326454694,0,,1.0052998252239276
CD,0.0,123,12,1.595321239167778,0,,1.01043706305236
CD,0.0,123,13,1.3178933832775894,0,,1.0269899259665067
CD,0.0,123,14,1.068440609125502,1,,1.0490550464887487
CD,0.0,123,15,0.9001750750328178,0,,1.0417813123063757
CD,0.0,123,16,0.7901029449060144,1,,1.0710555430839657
CD,0.0,123,17,0.7721141751009629,1,,1.076478225247364
CD,0.0,456,1,3.0744434283147406,0,,0.9967293936881321
CD,0.0,456,2,3.2888530202172883,0,,0.9895269307223838
CD,0.0,456,3,3.357191683403888,0,,0.9878767777014049
CD,0.0,456,4,3.2763828023749206,0,,0.9975079259850526
CD,0.0,456,5,3.196191244694724,0,,1.0086504918816248
CD,0.0,456,6,3.0705783470455867,1,,0.9914902189247289
CD,0.0,456,7,2.9327270994138956,0,,0.9838016746751744
CD,0.0,456,8,2.7797732129989865,1,,0.9891758459643403
CD,0.0,456,9,2.5533258344403547,0,,0.9867924606526446
CD,0.0,456,10,2.329792775206305,0,,1.000569310354555
CD,0.0,456,11,2.0323781697636107,1,,0.9867228218554761
CD,0.0,456,12,1.768032277401407,0,,0.9928305132711952
CD,0.0,456,13,1.5088003108582173,1,,1.0004406869217919
CD,0.0,456,14,1.2776011165694812,0,,1.0115424040515189
CD,0.0,456,15,1.073052553304163,1,,1.0133676766085549
CD,0.0,456,16,0.9343706735331028,0,,1.0199646155821993
CD,0.0,456,17,0.8258248800068946,0,,1.0208508022913778
CD,0.0,789,1,3.0540434789894824,0,,1.1084813025203515
CD,0.0,789,2,3.276178598166698,0,,1.1009881527180994
CD,0.0,789,3,3.3079679045511123,0,,1.102852431306566
CD,0.0,789,4,3.230920371012901,0,,1.1023022627677164
CD,0.0,789,5,3.1468469778696697,0,,1.0962306494229963
CD,0.0,789,6,2.9601861515130654,1,,1.092388633353108
CD,0.0,789,7,2.753231142053557,0,,1.0889260265793697
CD,0.0,789,8,2.535370287192295,1,,1.0961732182218273
CD,0.0,789,9,2.2967940580785573,0,,1.1028306809869168
CD,0.0,789,10,1.9934316306000213,1,,1.096138160589473
CD,0.0,789,11,1.6655574804514794,0,,1.1037564970033302
CD,0.0,789,12,1.3572414578489995,0,,1.104728265311768
CD,0.0,789,13,1.0519609077280736,1,,1.1082291207130959
CD,0.0,789,14,0.8301729683852315,0,,1.119081306469507
CD,0.0,789,15,0.7128736518056269,1,,1.1175461662021346
CD,0.0,789,16,0.6584529158487842,0,,1.134835869517784
CD,0.0,789,17,0.6675541881486714,1,,1.1462956986491142
CD,0.0,1011,1,3.1007023557501645,0,,0.9368899579842302
CD,0.0,1011,2,3.295924089915717,0,,0.9320010505570618
CD,0.0,1011,3,3.3534552806645483,0,,0.938239682210977
CD,0.0,1011,4,3.2849497745286174,0,,0.9323507256254435
CD,0.0,1011,5,3.1737122906974298,0,,0.9358164621776884
CD,0.0,1011,6,3.0275689612821752,1,,0.9330308170806233
CD,0.0,1011,7,2.846384371572466,0,,0.9270356839953147
CD,0.0,1011,8,2.6504160476870746,1,,0.9325147792122026
CD,0.0,1011,9,2.416297697190622,0,,0.9318671481271477
CD,0.0,1011,10,2.137006817823387,1,,0.9343660578502855
CD,0.0,1011,11,1.795977973819372,0,,0.9469222864757267
CD,0.0,1011,12,1.485569491967633,0,,0.9488002101877495
CD,0.0,1011,13,1.178766818516758,1,,0.9587704171791354
CD,0.0,1011,14,0.940289541782136,1,,0.9651159686445653
CD,0.0,1011,15,0.796364535235647,0,,0.9648209393629236
CD,0.0,1011,16,0.7072443471026065,0,,0.976450067166547
CD,0.0,1011,17,0.6767348247974073,0,,0.9707537505419209
CD_Block,0.0,42,1,3.07776797304106,0,,1.0307889046249872
CD_Block,0.0,42,2,3.28889058668222,0,,1.0229169330793122
CD_Block,0.0,42,3,3.3409409131576764,0,,1.0236227200032428
CD_Block,0.0,42,4,3.258876315159584,0,,1.0311157110895384
CD_Block,0.0,42,5,3.133876445874646,0,,1.0192754967640452
CD_Block,0.0,42,6,2.9870526770434056,1,,1.014352010223276
CD_Block,0.0,42,7,2.801550555347803,0,,1.0120627891068428
CD_Block,0.0,42,8,2.620705003519932,1,,1.0187434042624512
CD_Block,0.0,42,9,2.3738934361519504,0,,1.017033045494641
CD_Block,0.0,42,10,2.101278919385249,1,,1.0205292737317733
CD_Block,0.0,42,11,1.7927832440950384,0,,1.017536476393174
CD_Block,0.0,42,12,1.483192662753869,0,,1.0268705759890324
CD_Block,0.0,42,13,1.1808129081678627,0,,1.0266875755850247
CD_Block,0.0,42,14,0.9126531140381596,1,,1.0276500781901614
CD_Block,0.0,42,15,0.7096052432238166,0,,1.0282487988939002
CD_Block,0.0,42,16,0.5765227896580658,1,,1.0295923288028717
CD_Block,0.0,42,17,0.49146643702070514,0,,1.0364365940689246
CD_Block,0.0,123,1,3.10229016251825,0,,1.007565184762832
CD_Block,0.0,123,2,3.321598577262157,0,,1.0059558576256826
CD_Block,0.0,123,3,3.318422812015856,0,,0.998163135610533
CD_Block,0.0,123,4,3.277076277329554,0,,0.9921692538185991
CD_Block,0.0,123,5,3.185545446149152,0,,0.9931370672280123
CD_Block,0.0,123,6,3.0716580455284195,1,,0.9848113690645743
CD_Block,0.0,123,7,2.8924715268671215,0,,0.9837739001552561
CD_Block,0.0,123,8,2.7125192506617286,1,,0.9874351149615169
CD_Block,0.0,123,9,2.4675022223556184,1,,0.9913202676469451
CD_Block,0.0,123,10,2.1941839536031087,0,,0.9934743027001814
CD_Block,0.0,123,11,1.8742894341103473,0,,0.9937376633533824
CD_Block,0.0,123,12,1.5692582996923532,0,,0.9919813802379986
CD_Block,0.0,123,13,1.2584270528299892,0,,1.0038079721364774
CD_Block,0.0,123,14,0.9840886088153024,0,,1.0036579376334291
CD_Block,0.0,123,15,0.7793711567245631,1,,1.0022192155250367
CD_Block,0.0,123,16,0.6360861139807535,0,,1.003408094848644
CD_Block,0.0,123,17,0.5514286243286266,1,,1.0094796102945487
CD_Block,0.0,456,1,3.0711860903459995,0,,0.9965090591513458
CD_Block,0.0,456,2,3.28700774902135,0,,0.9892059160050239
CD_Block,0.0,456,3,3.355452580712921,0,,0.9872317325036695
CD_Block,0.0,456,4,3.2741951574733603,0,,0.9967377155669364
CD_Block,0.0,456,5,3.193716869069569,0,,1.006244024639918
CD_Block,0.0,456,6,3.0655085558435355,1,,0.9853430261228935
CD_Block,0.0,456,7,2.9219996540107536,0,,0.9824605927693679
CD_Block,0.0,456,8,2.7607532015359735,1,,0.9898993943173612
CD_Block,0.0,456,9,2.535133144511512,0,,0.9837870759771987
CD_Block,0.0,456,10,2.3161491153252065,0,,0.9833733920261042
CD_Block,0.0,456,11,2.032125824832346,1,,0.9857946853307903
CD_Block,0.0,456,12,1.7772237323409883,0,,0.9856819533931473
CD_Block,0.0,456,13,1.5267647823291037,0,,0.9873301290978097
CD_Block,0.0,456,14,1.2759475611832987,1,,0.990484425170439
CD_Block,0.0,456,15,1.0485918972029615,0,,0.994475145864557
CD_Block,0.0,456,16,0.8689555553088625,1,,0.9987561894779774
CD_Block,0.0,456,17,0.7294251339945627,0,,1.0081643568134082
CD_Block,0.0,789,1,3.0479372653202037,0,,1.1084100384163753
CD_Block,0.0,789,2,3.274803262919336,0,,1.1008276312673178
CD_Block,0.0,789,3,3.3057202251396367,0,,1.1027116288349543
CD_Block,0.0,789,4,3.2304706884260797,0,,1.102212178169262
CD_Block,0.0,789,5,3.1452720579223254,0,,1.0959003740371314
CD_Block,0.0,789,6,2.9564999024944,1,,1.0922145582309157
CD_Block,0.0,789,7,2.7495295422587227,0,,1.0888792591831409
CD_Block,0.0,789,8,2.5331573482766094,1,,1.0954590863496028
CD_Block,0.0,789,9,2.2872731064089495,0,,1.099627203879376
CD_Block,0.0,789,10,1.9805224041539835,1,,1.0954060737814932
CD_Block,0.0,789,11,1.63896339995351,0,,1.102504393106376
CD_Block,0.0,789,12,1.3334466540398289,0,,1.1033520886919335
CD_Block,0.0,789,13,1.021502840934108,0,,1.102931910333226
CD_Block,0.0,789,14,0.780644379800825,0,,1.1123989920035784
CD_Block,0.0,789,15,0.6194315861728589,2,,1.1076086182555307
CD_Block,0.0,789,16,0.5104833073283902,0,,1.1137827913581608
CD_Block,0.0,789,17,0.4517677155003619,0,,1.1155646307794627
CD_Block,0.0,1011,1,3.096315612128718,0,,0.936786784567243
CD_Block,0.0,1011,2,3.293388076089508,0,,0.9318728969853339
CD_Block,0.0,1011,3,3.3522232148184705,0,,0.9381022426902065
CD_Block,0.0,1011,4,3.2838724015364007,0,,0.932304824054329
CD_Block,0.0,1011,5,3.1727866937865072,0,,0.9360065417715661
CD_Block,0.0,1011,6,3.0258056401494016,1,,0.932748989514162
CD_Block,0.0,1011,7,2.8473619332954065,0,,0.9260470691255455
CD_Block,0.0,1011,8,2.651058346864237,1,,0.9304302630800344
CD_Block,0.0,1011,9,2.4133972490604836,0,,0.9283225618178523
CD_Block,0.0,1011,10,2.135236753054349,1,,0.9280575193562416
CD_Block,0.0,1011,11,1.7927131770262077,0,,0.9362463615824047
CD_Block,0.0,1011,12,1.4770602276669214,0,,0.9397237595218577
CD_Block,0.0,1011,13,1.1638729328539834,0,,0.9369060545473995
CD_Block,0.0,1011,14,0.8963230655962727,1,,0.9392336066063441
CD_Block,0.0,1011,15,0.7036420366657314,0,,0.9447725861689187
CD_Block,0.0,1011,16,0.5667954956689679,1,,0.9459960858168661
CD_Block,0.0,1011,17,0.4809126277764638,0,,0.9499978295712773
CI,0.3,42,1,1.0314295793336534,0,,1.184785999973158
CI,0.3,42,2,0.8589310277075994,0,,1.0869123746445069
CI,0.3,42,3,0.972173101372189,0,,1.0501372427694589
CI,0.3,42,4,1.0109683842886061,0,,1.0419410846913648
CI,0.3,42,5,1.1524760704191903,0,,1.040276664816095
CI,0.3,42,6,1.177580920476762,0,,1.0390871017724896
CI,0.3,42,7,1.2064913274749878,0,,1.0415644542297782
CI,0.3,42,8,1.1508023284730458,0,,1.0506130236593831
CI,0.3,42,9,1.1858525824925257,0,,1.0454156392229956
CI,0.3,42,10,1.2842081387837727,0,,1.0466755227591935
CI,0.3,42,11,1.2572185803973486,0,,1.043008931190162
CI,0.3,42,12,1.2278630326664637,0,,1.0511904918755979
CI,0.3,42,13,1.1630663729849315,0,,1.0380160841512511
CI,0.3,42,14,1.1529834043411982,0,,1.0400496329081383
CI,0.3,42,15,1.1468643669098142,0,,1.0384794942538442
CI,0.3,42,16,1.1180000598468478,0,,1.0328176835917586
CI,0.3,42,17,1.0990618098349798,0,,1.030751608666087
CI,0.3,42,18,1.048102719443185,0,,1.0346765069119286
CI,0.3,42,19,1.1126724585654244,0,,1.028433767077415
CI,0.3,42,20,1.0753490962679424,0,,1.0326643376579532
CI,0.3,42,21,1.0340733897118342,0,,1.0367330889291302
CI,0.3,42,22,1.0341096435274397,0,,1.0299494135728515
CI,0.3,42,23,0.9515559332711356,0,,1.031022828289871
CI,0.3,42,24,0.9564095726088871,0,,1.0342749336969446
CI,0.3,42,25,0.9537214807101658,0,,1.035892949480487
CI,0.3,42,26,0.9300913517437284,0,,1.034937500518291
CI,0.3,42,27,0.962784330996256,0,,1.038202188120858
CI,0.3,42,28,0.9436107287331233,0,,1.037997316562092
CI,0.3,42,29,0.9079365607291933,0,,1.0386069836054197
CI,0.3,123,1,0.997179162880731,0,,1.1297975229455601
CI,0.3,123,2,0.8498951915710692,0,,1.0360983802479418
CI,0.3,123,3,0.9619677937220014,0,,1.0041320305080255
CI,0.3,123,4,1.0666786772864205,0,,0.9923624232056439
CI,0.3,123,5,1.0234230841909135,0,,0.9946857034397936
CI,0.3,123,6,1.1001413559156752,0,,0.9916714594943051
CI,0.3,123,7,1.1173965713334462,0,,0.9933938768121635
CI,0.3,123,8,1.2068043710693481,0,,0.988562354660298
CI,0.3,123,9,1.1624290820152041,0,,0.9873157659696907
CI,0.3,123,10,1.2653443548414443,0,,0.986768859872232
CI,0.3,123,11,1.1749456714070032,0,,0.9806271901885663
CI,0.3,123,12,1.2310734476361955,0,,0.9789319490490507
CI,0.3,123,13,1.1683987029015073,0,,0.978837009734923
CI,0.3,123,14,1.2034948449286202,0,,0.9741032570387188
CI,0.3,123,15,1.2052691910001967,0,,0.9754092411936361
CI,0.3,123,16,1.1579902928973,0,,0.9698302411547916
CI,0.3,123,17,1.1607690548139906,0,,0.9717439760403355
CI,0.3,123,18,1.0663642315637498,0,,0.9674376292726817
CI,0.3,123,19,1.0780065693552532,0,,0.9720170983375844
CI,0.3,123,20,1.0242468165972876,0,,0.9699755058410848
CI,0.3,123,21,1.0164488686455622,0,,0.9700440123152484
CI,0.3,123,22,1.0753513006936937,0,,0.9738949279335488
CI,0.3,123,23,0.9957235323058234,0,,0.9719473916106258
CI,0.3,123,24,0.9479544739874582,0,,0.9704533053379825
CI,0.3,123,25,0.9675348694362338,0,,0.9732040153693462
CI,0.3,123,26,0.9246731097736056,0,,0.977845048537132
CI,0.3,123,27,0.9374099118368966,0,,0.9731308613254108
CI,0.3,123,28,0.8759346850334652,0,,0.9744035862025922
CI,0.3,456,1,1.0648651369034299,0,,1.1236146320799638
CI,0.3,456,2,0.8452099561691284,0,,1.029583929777137
CI,0.3,456,3,0.9653231548884559,0,,0.989526900993111
CI,0.3,456,4,1.0103455337267073,0,,0.9794744633124184
CI,0.3,456,5,1.0949042675987122,0,,0.9799603406470192
CI,0.3,456,6,1.0934180030747065,0,,0.9784139444933274
CI,0.3,456,7,1.1997066774065532,0,,0.9865643463434189
CI,0.3,456,8,1.2074705144715687,0,,1.0031244728435167
CI,0.3,456,9,1.2379653018618386,0,,0.9760653907543
CI,0.3,456,10,1.1634987289943393,0,,0.9698010906969934
CI,0.3,456,11,1.271977765219552,0,,0.9716440004382014
CI,0.3,456,12,1.2114232674477592,0,,0.9723354210639564
CI,0.3,456,13,1.0934405799895999,0,,0.9786325575826734
CI,0.3,456,14,1.1908159643884688,0,,0.9681823077064086
CI,0.3,456,15,1.1116391013539026,0,,0.960784795110301
CI,0.3,456,16,1.0649147374289376,0,,0.9688558336541282
CI,0.3,456,17,1.1117021526609148,0,,0.9686658356825554
CI,0.3,456,18,1.1206612236916074,0,,0.95041272874636
CI,0.3,456,19,1.0472371786359758,0,,0.9662651937000695
CI,0.3,456,20,1.0309855114846003,0,,0.961232980415366
CI,0.3,456,21,1.0902659779503232,0,,0.9747096165672421
CI,0.3,456,22,0.9903796807168022,0,,0.9758809166734317
CI,0.3,456,23,1.1142738177662803,0,,0.9615026622152564
CI,0.3,456,24,1.0040286580721538,0,,0.9823786454405233
CI,0.3,456,25,0.9736296373700338,0,,0.972877747787825
